PRODUCT_ID,PRODUCT_ID_CORP,PRODUCT_NAME,CODE_PROV_O_ALT,AVAILABLE,UM,AVERAGE_COST,WARE_CODE
2150213538,2150213538-CIMSA,538 ANIL CAF BISMARK EXT FFUT,,70,KG,31.96371,PTP
2150213543,2150213543-CIMSA,543 ANIL VIOL METI BB TROCFFUT,,14,KG,57.06,PTP
2150213544,2150213544-CIMSA,544 ANIL AZ DE METIL BB (FFUT),,24,KG,137.81917,PTP
2150213548,2150213548-CIMSA,548 ANIL VES CAOB OOO (FFUT),,64,KG,38.44359,PTP
2150213559,2150213559-CIMSA,559 ANIL NEG DIR RW (FFUT),,36,KG,24.90639,PTP
2150213614,2150213614-CIMSA,614 ANIL RHOD B ESPECIAL FFUT,,133,PZ,34.29346,PTP
2150213617,2150213617-CIMSA,617 ANIL VER CHINA CRIS (FFUT),,114,PZ,41.38781,PTP
2150213618,2150213618-CIMSA,618 ANILINA AURAMINA 0 (FFUT),,104,KG,26.5151,PTP
2150213622,2150213622-CIMSA,622 ANILI AZ CHGO EXTRA (FFUT),,34,KG,36.96853,PTP
2150213624,2150213624-CIMSA,624 ANILI AZ MEZC EXTRA (FFUT),,145,PZ,46.53966,PTP
2150220004,2150220004-CIMSA,ANILINA VERDE CLARO (PALMA),,2,KG,80.83,PTP
2150220005,2150220005-CIMSA,ANILINA VERDE OLIVO (PALMA),,0,KG,0,PTP
2150220006,2150220006-CIMSA,ANILINA ROJO COBRE (PALMA),,0,KG,0,PTP
2150220008,2150220008-CIMSA,ANILINA CANELA (PALMA),,0,KG,0,PTP
2150220009,2150220009-CIMSA,ANILINA VERDE CLARO 2 PALMA KG,,0,KG,0,PTP
2150220010,2150220010-CIMSA,ANILINA VERDE OSCURO (PALMA),,0,KG,0,PTP
2150220014,2150220014-CIMSA,ANILINA AZUL PAVO (PALMA),,0,KG,0,PTP
2150220015,2150220015-CIMSA,NEGRO (PALMA),,34,KG,358.63174,PTP
2150220015C,2150220015C-CIMSA,NEGRO (PALMA) 1/4 KG,,0,PZ,0,PTP
2150220016,2150220016-CIMSA,ANILINA VERDE AQUA (PALMA),,0,KG,683.875,PTP
2150220025,2150220025-CIMSA,ANILINA ROJO ESP ( PALMA ),,1,KG,150.27,PTP
2150220026,2150220026-CIMSA,ANILINA VERDE 532 (PALMA),,2,KG,342.53,PTP
2150220027,2150220027-CIMSA,ANILINA CAFÉ II PALMA KG,,0,KG,0,PTP
2150220029,2150220029-CIMSA,ANILINA AZUL BOTONES,,9,KG,798.49111,PTP
2150220031,2150220031-CIMSA,ANILINA TURQUESA PALMA 01,,0,KG,0,PTP
2150220033,2150220033-CIMSA,ANILINA GRIS 01 PALMA,,0,KG,539.8744,PTP
2150220034,2150220034-CIMSA,ANILINA GRIS 02 PALMA,,0,KG,0,PTP
2150220035,2150220035-CIMSA,ANILINA GRIS 03 PALMA,,0,KG,0,PTP
2150220039,2150220039-CIMSA,ANILINA CAFE 04 PALMA,,0,KG,0,PTP
2150220040,2150220040-CIMSA,ANILINA AZUL 01 PALMA,,4,KG,284.2425,PTP
2150220044,2150220044-CIMSA,ANILINA MOSTAZA PALMA KG ,,1,KG,245.81,PTP
2150220045,2150220045-CIMSA,ANILINA TURQUEZA (PALMA),,0,KG,0,PTP
2150220046,2150220046-CIMSA,ANILINA AZUL 0301 (PALMA),,0,KG,0,PTP
2150220047,2150220047-CIMSA,ANILINA AZUL 0302 (PALMA),,0,PZ,0,PTP
2150220048,2150220048-CIMSA,ANILINA CANTERA PALMA KG,,0,KG,0,PTP
2150220049,2150220049-CIMSA,ANILINA DARK BLUE (MORADO),,0,KG,287.229,PTP
2150220050,2150220050-CIMSA,ANILINA PEACOCK (VERDE) ,,0,KG,0,PTP
2150220051,2150220051-CIMSA,ANILINA DUCK GREEN ,,0,KG,0,PTP
2150220052,2150220052-CIMSA,ANILINA CHILI OIL,,0,KG,0,PTP
2150220053,2150220053-CIMSA,ANILINA ICEBERG GREEN ,,0,KG,305.967,PTP
2150220054,2150220054-CIMSA,ANILINA VERDE ESPINACA,,0,KG,436.303,PTP
2150220055,2150220055-CIMSA,ANILINA PLOMO (PALMA),,0,KG,0,PTP
2150220056,2150220056-CIMSA,ANILINA MENTA (PALMA),,0,KG,0,PTP
2150220057,2150220057-CIMSA,ANILIA VERDE NAVIDAD (PALMA),,0,PZ,0,PTP
2150220058,2150220058-CIMSA,ANILIA UVA (PALMA),,0,PZ,0,PTP
2150220300,2150220300-CIMSA,ANILINA CAMEL PALMA,,1,KG,225.73,PTP
2150220301,2150220301-CIMSA,ANILINA CAMEL ROJIZO PALMA,,0,KG,0,PTP
2150220302,2150220302-CIMSA,ANILINA INDIGO PALMA,,0,PZ,0,PTP
2150230006,2150230006-CIMSA,AQUABON AZUL INDIGO ,,0,KG,0,PTP
2150292133,2150292133-CIMSA,MET EN POL CART C/8 10G OROROJ,,0,PZ,0,PTP
2150451131,2150451131-CIMSA,MET EN POL COM SUEL ORO NARANJ,,0,PZ,14.77,PTP
2150451135,2150451135-CIMSA,MET EN POL COM SUEL ORO LIM,,0,PZ,100.855,PTP
2150451136,2150451136-CIMSA,MET EN POLVO COMER SUEL COBRE,,0,PZ,14.77,PTP
2150451232,2150451232-CIMSA,MET EN POL COM SUEL ORO DUCADO,,0,KG,14.77,PTP
2150454000,2150454000-CIMSA,BLANQ ROPA AZ ULTRAMAR Vlll,,18,KG,50.64064,PTP
2150454000C,2150454000C-CIMSA,BLANQ ROPA AZ ULTRAM Vlll 1/4,,15,PZ,12.82533,PTP
2150454000T,2150454000T-CIMSA,BLANQ ROPA AZ ULTRAMAR Vlll T,,19,KG,43.88276,PTP
2150454001,2150454001-CIMSA,BLANQ ROPA AZ ULTRAM Vlll 50K,,0,KG,39.2472,PTP
2150471131,2150471131-CIMSA,MET POL COM SOBR 25G ORO NARAN,,141,PZ,0.72,PTP
2150471135,2150471135-CIMSA,MET POL COM SOBR 25G ORO LIM,,58,PZ,0.72,PTP
2150471136,2150471136-CIMSA,MET POLVO COMER SOBR 25G COBRE,,1199,PZ,0.72,PTP
2150472136,2150472136-CIMSA,MET POLVO EXT SOBRE 25G COBRE,,1009,PZ,4.3,PTP
2150550001C,2150550001C-CIMSA,COL NEGRO PETROWAX 1/4 KG,,142,PZ,427.16,PTP
2150550009C,2150550009C-CIMSA,COL AMAR 9 PETROWAX 1/4 KG,,0,PZ,0,PTP
2150550014C,2150550014C-CIMSA,COL AZUL 14 PETROWAX 1/4 KG,,0,PZ,0,PTP
2150550025C,2150550025C-CIMSA,COL ROJO 25 PETROWAX 1/4 KG,,0,PZ,0,PTP
2150550080C,2150550080C-CIMSA,COL VER BRIL PETROWAX 1/4 K,,0,PZ,0,PTP
2150550088C,2150550088C-CIMSA,COL VER LIMON PETROWAX 1/4 KG,,0,PZ,0,PTP
2150550589C,2150550589C-CIMSA,COL CAFE 589 PETROWAX 1/4 KG,,0,PZ,0,PTP
2150620000,2150620000-CIMSA,CARB DE CALCIO BCO ESPAÑA 50KG,,18,KG,71.55429,PTP
2150860000,2150860000-CIMSA,VELA ESPIRAL HAGEBA C/19 CRUDO,,0,PZ,0,PTP
2150860010,2150860010-CIMSA,VE ESPR HAGEBA C/19 BLANCO,7501130582006,1520,PZ,30.60529,PTP
2150860010P,2150860010P-CIMSA,VE ESPR HAGEBA C/19 BLANCO P,,0,PZ,0,PTP
2150860037,2150860037-CIMSA,VELA ESPIRAL HAGEBA C/19 CREMA,7501130582013,1396,PZ,28.85634,PTP
2150860037P,2150860037P-CIMSA,VELA ESPIRAL HAGEBA 19 CREMA P,,0,PZ,0,PTP
2150860038,2150860038-CIMSA,VE ESPR HAGEBA C/19 AMAR,7501130582068,1031,PZ,31.17086,PTP
2150860038P,2150860038P-CIMSA,VE ESPR HAGEBA C/19 AMAR P,,0,PZ,0,PTP
2150860040,2150860040-CIMSA,VE ESPR HAGEBA C/19 NAR NP,7501130583942,416,PZ,27.46637,PTP
2150860040P,2150860040P-CIMSA,VE ESPR HAGEBA C/19 NAR P,,0,PZ,0,PTP
2150860050,2150860050-CIMSA,VE ESPR HAGEBA C/19 ROSA PASTE,7501130582044,1956,PZ,30.48495,PTP
2150860050P,2150860050P-CIMSA,VE ESPR HAGEBA 19 ROSA PASTE P,,0,PZ,0,PTP
2150860060,2150860060-CIMSA,VE ESPR HAGEBA C/19 ROJO FUEGO,7501130582020,598,PZ,30.89665,PTP
2150860060P,2150860060P-CIMSA,VE ESPR HAGEBA 19 ROJO FUEGO P,,0,PZ,0,PTP
2150860071,2150860071-CIMSA,VE ESPR HAGEBA C/19 AZUL CLARO,7501130582099,1161,PZ,30.04687,PTP
2150860071P,2150860071P-CIMSA,VE ESPR HAGEBA 19 AZUL CLARO P,,0,PZ,0,PTP
2150860085,2150860085-CIMSA,VE ESPR HAGEBA C/19 VERDE OBS,7501130582051,1021,PZ,30.61908,PTP
2150860115,2150860115-CIMSA,VE ESPR HAGEBA C/19 AZUL FUERT,7501130582082,272,PZ,25.20648,PTP
2150860115P,2150860115P-CIMSA,VE ESPR HAGEBA 19 AZUL FUERT P,,0,PZ,0,PTP
2150860138,2150860138-CIMSA,VE ESPR HAGEBA C/19 PLATA,,19,PZ,41.89,PTP
2150860163,2150860163-CIMSA,VE ESPR HAGEBA C/19 MORADO,7501130582037,1215,PZ,33.4075,PTP
2150860163P,2150860163P-CIMSA,VE ESPR HAGEBA C/19 MORADO P,,0,PZ,0,PTP
2150860165,2150860165-CIMSA,VELA ESPIRAL HAGEBA C/19 LILA,7501130582075,225,PZ,29.58359,PTP
2150860165P,2150860165P-CIMSA,VELA ESPIRAL HAGEBA C19 LILA P,,0,PZ,0,PTP
2150860166,2150860166-CIMSA,VELA ESPIRAL HAGEBA C/19 TINTO,7501130583959,250,PZ,32.72297,PTP
2150860232,2150860232-CIMSA,VE ESPR HAGEBA C/19 FIUSHA,7501130579440,1108,PZ,29.58918,PTP
2150860232P,2150860232P-CIMSA,VE ESPR HAGEBA C/19 FIUSHA P,,0,PZ,0,PTP
2150860233,2150860233-CIMSA,VE ESPR HAG C/19 VER MANZANA,,711,PZ,29.98528,PTP
2150860234,2150860234-CIMSA,VE ESPR HAG C/19 AZUL TURQUESA,,292,PZ,28.04801,PTP
2150860234P,2150860234P-CIMSA,VE ESPR HAG 19 AZUL TURQUESA P,7501130583966,0,PZ,0,PTP
2150861010,2150861010-CIMSA,VE ESPR HAGEBA C/19 BLANCO ECO,,1707,PZ,24.64829,PTP
2150861037,2150861037-CIMSA,VE ESPR HAGEBA C/19 CREMA ECO,,380,PZ,28.86332,PTP
2150861038,2150861038-CIMSA,VE ESPR HAGEBA C/19 AMAR ECO,,861,PZ,25.19557,PTP
2150861050,2150861050-CIMSA,VE ESPR HAG C/19 ROS PAST ECO,,639,PZ,21.82293,PTP
2150861060,2150861060-CIMSA,VE ESPR HAG C/19 ROJ FUEGO ECO,,1566,PZ,19.77995,PTP
2150861071,2150861071-CIMSA,VE ESPR HAG C/19 AZ CLA ECO,,767,PZ,29.17446,PTP
2150861085,2150861085-CIMSA,VE ESPR HAG C/19 VER OBS ECO,,447,PZ,32.77479,PTP
2150861163,2150861163-CIMSA,VE ESPR HAGEBA C/19 MORADO ECO,,829,PZ,24.08922,PTP
2150870087,2150870087-CIMSA,VE ESPR HAG C/19 VER LIMON,,397,PZ,32.1457,PTP
2150870087P,2150870087P-CIMSA,VE ESPR HAG C/19 VER LIMON P,7501130579433,0,PZ,0,PTP
2150930003,2150930003-CIMSA,COL ROJO A LA GRASA CLARIANT ,,0,KG,0,PTP
2150930020,2150930020-CIMSA,COL VES GRASA BOL 20 GR NEGRO,,94,PZ,17.93918,PTP
2150930030,2150930030-CIMSA,COL VES GRASA BOL 20 GR AMAR,,97,PZ,5.18429,PTP
2150930040,2150930040-CIMSA,COL VES GRASA BOL 20 GR NAR,,82,PZ,6.96253,PTP
2150930080,2150930080-CIMSA,COL VES GRASA BOL 20 GR VER BR,,133,PZ,6.86183,PTP
2150930085,2150930085-CIMSA,COL VES GRASA BOL 20 GR VER OB,,37,PZ,5.685,PTP
2150930112,2150930112-CIMSA,COL VES GRASA BOL 20 GR AZ,,99,PZ,20.25835,PTP
2150930121,2150930121-CIMSA,COL VES GRASA BOL 20 GR VER LI,,80,PZ,3.62359,PTP
2150930152,2150930152-CIMSA,COL VES GRA BOL 20 GR ROJ ESC,,124,PZ,8.99436,PTP
2150930153,2150930153-CIMSA,COL VES GRA BOL 20 GR ROJ VIN,,74,PZ,7.38775,PTP
2150930160,2150930160-CIMSA,COL VEL GRASA BOL 20 GR VIOL,,90,PZ,6.59243,PTP
2150951010,2150951010-CIMSA,VEDORA HAG 70/1001 S/ENV BLA,7501130572175,1031,PZ,1.56092,PTP
2150951060,2150951060-CIMSA,VEDORA HAG 70/1001 S/ENV ROJ F,,2,PZ,17.75,PTP
2150951085,2150951085-CIMSA,VEDORA HAG 70/1001 S/ENV VE O,,22,PZ,17.75667,PTP
2150951115,2150951115-CIMSA,VEDORA HAG 70/1001 S/EN AZUL F,,502,PZ,17.75709,PTP
2150952010,2150952010-CIMSA,VEDORA HAG 70/1004 VASO BLA,,697,PZ,4.21697,PTP
2150953000,2150953000-CIMSA,VELADORA C/12 Y VASO DIV PROV,,285,PZ,28.821,PTP
2150954037,2150954037-CIMSA,VEDORA 70 C/ CIT C/ VASO,,539,PZ,4.23916,PTP
2150955037,2150955037-CIMSA,VELADORA 70 C/ CITRONELLA S/VA,7501130578832,1260,PZ,1.66932,PTP
2150956037,2150956037-CIMSA,VELADORA CITRO VASO ENCERADO,,1752,PZ,3.53824,PTP
2150961010,2150961010-CIMSA,VEDORA HAG 140/1031 S/ENV BLA,7501130583522,142,PZ,3.66164,PTP
2150971010,2150971010-CIMSA,VELADORA ECOLOGICA CHICA,7501130570652,130,PZ,5.53626,PTP
2150972010,2150972010-CIMSA,VELADORA ECOLOGICA MEDIANA,7501130570669,96,PZ,11.11665,PTP
2151200000,2151200000-CIMSA,MACETA CIT REPELENTE A MOSQUIT,7501130571123,12,PZ,15.38394,PTP
2151703918,2151703918-CIMSA,918 PIGMENTO FLUORESCENTE NAR,,3,KG,250.985,PTP
2151703918G100,2151703918G100-CIMSA,918 PIG FLU NAR 100 G,,0,PZ,277.01,PTP
2151703918TM,2151703918TM-CIMSA,918 PIG FLU NAR 1/2 K,,0,PZ,0,PTP
2151703919C,2151703919C-CIMSA,919 PIGM FLU AMAR 1/4 KG,,3,PZ,256.48,PTP
2151703919G10,2151703919G10-CIMSA,919 PIG FLU AMAR G10,,0,PZ,0,PTP
2151703919G100,2151703919G100-CIMSA,919 PIG FLU AMAR G100,,0,PZ,289.35,PTP
2151703919G3,2151703919G3-CIMSA,919 PIG FLU AMAR 3 G,,0,PZ,0,PTP
2151703919HC,2151703919HC-CIMSA,919 PIGM FLU AMAR (HYA) 1/4,,0,PZ,76.20333,PTP
2151703919T,2151703919T-CIMSA,919 PIGMENTO FLUORESCEN AMAR T,,3,KG,249.9112,PTP
2151713919,2151713919-CIMSA,919 PIGMENTO FLUORESCENTE NAR,,0,KG,170.33333,PTP
2151713919C,2151713919C-CIMSA,919 PIGMENTO FLUOR NAR 1/4 KG,,0,PZ,0,PTP
2151713919G10,2151713919G10-CIMSA,919 PIG FLU NAR 10 G,,0,PZ,0,PTP
2151713919G100,2151713919G100-CIMSA,919 PIGMENTO FLUOR NAR 100G,,0,KG,0,PTP
2151713919G3,2151713919G3-CIMSA,919 PIG FLU NAR 3 G,,0,PZ,173.18,PTP
2151713919HC,2151713919HC-CIMSA,919 PIGMENTO FLUOR NAR 1/4 HYA,,0,PZ,50.7,PTP
2151723920,2151723920-CIMSA,920 PIG FLU  ROJO PIGMAFLU,,8,KG,280.08719,PTP
2151723920C,2151723920C-CIMSA,920 PIG FLU ROJ PIGMAFLU 1/4 K,,3,PZ,279.28,PTP
2151723920G10,2151723920G10-CIMSA,920 PIG FLU ROJO PIGMAFLU 10 G,,0,PZ,0,PTP
2151723920G100,2151723920G100-CIMSA,920 PIG FLU ROJ PIGMAFLU 100 G,,0,PZ,273.96,PTP
2151723920G3,2151723920G3-CIMSA,920 PIG FLU ROJO PIGMAFLU 3 G,,0,PZ,0,PTP
2151723920HC,2151723920HC-CIMSA,920 PIG FLU ROJ PIGMAFLU1/4HYA,,0,PZ,69.295,PTP
2151733921,2151733921-CIMSA,921 PIG FLU VER,,36,KG,225.94822,PTP
2151733921C,2151733921C-CIMSA,921 PIG FLU VER 1/4 KG,,3,PZ,242.04,PTP
2151733921G10,2151733921G10-CIMSA,921 PIG FLU VER 10 G,,1.98,PZ,230,PTP
2151733921G100,2151733921G100-CIMSA,921 PIG FLU VER 100 G,,0,KG,236.83,PTP
2151733921G3,2151733921G3-CIMSA,921 PIG FLU VER 3 G,,0,PZ,0,PTP
2151733921HC,2151733921HC-CIMSA,921 PIG FLU VER 1/4 HYA,,0,PZ,62.615,PTP
2151733921TM,2151733921TM-CIMSA,921 PIG FLU VER 1/2 K,,120,PZ,113.00928,PTP
2151743922,2151743922-CIMSA,922 PIG FLU ROSA,,2,KG,166.35682,PTP
2151743922C,2151743922C-CIMSA,922 PIG FLU ROSA 1/4 KG,,0,PZ,0,PTP
2151743922G10,2151743922G10-CIMSA,922 PIG FLU ROSA 10 G,,0,PZ,0,PTP
2151743922G100,2151743922G100-CIMSA,922 PIG FLU ROSA 100 G,,0,KG,192.34,PTP
2151743922G3,2151743922G3-CIMSA,922 PIG FLU ROSA 3 GR,,2,PZ,151.67,PTP
2151743922HC,2151743922HC-CIMSA,922 PIG FLU ROSA 1/4 HYA,,0,PZ,50.74,PTP
2151743922TM,2151743922TM-CIMSA,922 PIG FLU ROSA 1/2 K,,12,PZ,98.38237,PTP
2151753923,2151753923-CIMSA,923 PIG FLU MAGENTA,,2,KG,179.06077,PTP
2151753923C,2151753923C-CIMSA,923 PIG FLU MAGENTA 1/4 KG,,0,PZ,0,PTP
2151753923G10,2151753923G10-CIMSA,923 PIG FLU MAGENTA 10 G,,0,PZ,0,PTP
2151753923G100,2151753923G100-CIMSA,PIGMENTO FLUORESCENTE MAG 100G,,0,KG,213.86,PTP
2151753923G3,2151753923G3-CIMSA,923 PIG FLU MAGENTA 3 GRS,,0,PZ,222.25,PTP
2151753923HC,2151753923HC-CIMSA,923 PIGMENTO FLUOR MAG 1/4 HYA,,0,PZ,56.18333,PTP
2151810036,2151810036-CIMSA,COL CEMENTO HAG AMAR LIMON,,65,KG,28.38,PTP
2151810236,2151810236-CIMSA,COLOR CEMENTO  AMARILLO NEW,,111,KG,13.05677,PTP
2151810236G5,2151810236G5-CIMSA,COLOR CEMENTO AMARILLO NEW 5 G,,0,KG,0,PTP
2151820240,2151820240-CIMSA,COLOR CEMENTO OCRE NEW,,164,KG,11.48062,PTP
2151820240G5,2151820240G5-CIMSA,COLOR CEMENTO OCRE NEW 5 G,,0,KG,0,PTP
2151850269,2151850269-CIMSA,COLOR CEMENTO ROJO BARRO NEW,,166,KG,14.26304,PTP
2151850269K25,2151850269K25-CIMSA,COLOR CEMENTO ROJ BAR NEW 25 K,,0,KG,0,PTP
2151890224,2151890224-CIMSA,COLOR CEMENTO VDE. LAGO NEW,,97,KG,11.64038,PTP
2151890224G5,2151890224G5-CIMSA,COLOR CEMENTO VDE LAGO NEW 5 G,,0,KG,0,PTP
2151910111,2151910111-CIMSA,COL CEMENTO HAG AZUL ULTRAMAR,,56,KG,60.14492,PTP
2151930220,2151930220-CIMSA,COLOR CEMENTO NEGRO NEW,,219,KG,18.9527,PTP
2151940221,2151940221-CIMSA,COLOR CEMENTO ROJO NEW,,2,KG,30.55213,PTP
2151940221G5,2151940221G5-CIMSA,COLOR CEMENTO ROJO NEW 5 G,,0,KG,0,PTP
2151950023,2151950023-CIMSA,COLOR CEMENTO VDE. FRONTON NEW,,151,KG,35.20039,PTP
2151950024,2151950024-CIMSA,COLOR CEMENTO CAFE INT.  NEW,,123,KG,23.02311,PTP
2151950025,2151950025-CIMSA,COLOR CEMENTO AZUL CL.  NEW,,104,KG,17.68566,PTP
2151950025G5,2151950025G5-CIMSA,COLOR CEMENTO AZ CL.  NEW 5 G,,0,KG,0,PTP
2155002531,2155002531-CIMSA,531 ANIL BAS AUR (CANARIO) EX,,124,KG,34.34072,PTP
2155002531C,2155002531C-CIMSA,531 ANIL BAS AUR (CAN) EX 1/4,,129,PZ,10.66868,PTP
2155002531G10,2155002531G10-CIMSA,531 ANIL BAS AUR (CAN) EX 10G,,1,PZ,22,PTP
2155002531G100,2155002531G100-CIMSA,531 ANIL BAS AUR (CAN) EX 100G,,0,PZ,30.515,PTP
2155002531G20,2155002531G20-CIMSA,531 ANIL BAS AUR (CAN) EX 20,,0,PZ,26.61,PTP
2155002531G3,2155002531G3-CIMSA,531 ANIL BAS AUR (CAN) EX 3 G,,0,PZ,0,PTP
2155002531G5,2155002531G5-CIMSA,531 ANIL BAS AUR (CAN) EX 5 G,,0,PZ,0,PTP
2155002531T,2155002531T-CIMSA,531 ANIL BAS AUR (CANARIO EX T,,4,KG,24.132,PTP
2155002531TC,2155002531TC-CIMSA,531 ANIL BAS AUR (CAN EX 1/4T,,52,PZ,11.11944,PTP
2155002531TM,2155002531TM-CIMSA,531 ANIL BAS AUR (CAN) EX 1/2,,341,PZ,19.02191,PTP
2155013531,2155013531-CIMSA,531 ANIL BAS AUR (CANARIO) SU,,0,KG,179.94,PTP
2155013531C,2155013531C-CIMSA,531 ANIL BAS AUR (CAN) SU 1/4,,26,PZ,40.13231,PTP
2155013531G100,2155013531G100-CIMSA,531 ANI BAS AURA (CAN) SU 100G,,0,KG,0,PTP
2155013531G20,2155013531G20-CIMSA,531 ANIL BAS AUR (CAN) SU 20,,1,PZ,116.31,PTP
2155013531HC,2155013531HC-CIMSA,531 ANIL BAS AUR (CAN SU 1/4H,,120,PZ,47.18917,PTP
2155013531T,2155013531T-CIMSA,531 ANIL BAS AUR (CANARIO SU T,,0,KG,0,PTP
2155013531TC,2155013531TC-CIMSA,531 ANIL BAS AUR (CAN SU 1/4T,,17,PZ,99.40706,PTP
2155013531TM,2155013531TM-CIMSA,531 ANIL BAS AUR (CAN) SU 1/2,,248,PZ,107.65984,PTP
2155023532,2155023532-CIMSA,532 ANIL BAS CRISOD SUP CONC.,,-60,KG,337.31946,PTP
2155023532G10,2155023532G10-CIMSA,532 ANIL BS CRISOD SUP CONC10G,,0,PZ,0,PTP
2155023532G100,2155023532G100-CIMSA,532 ANI BS CRISO SUP CONC 100G,,0,KG,376.59,PTP
2155023532G20,2155023532G20-CIMSA,532 ANIL BAS CRISODYNA SUP 20G,,0,KG,349.24,PTP
2155023532G250,2155023532G250-CIMSA,532 ANI BS CRISO SUP CON 250G,,0,KG,0,PTP
2155023532G3,2155023532G3-CIMSA,532 ANIL BS CRISOD SUP CONC.3G,,0,PZ,0,PTP
2155023532G5,2155023532G5-CIMSA,532 ANIL BS CRISOD SUP CONC 5G,,0,PZ,0,PTP
2155023532HC,2155023532HC-CIMSA,532 ANIL BS CRISOD SUP CONC1/4,,96,PZ,84.82469,PTP
2155023532TM,2155023532TM-CIMSA,532 ANIL BS CRISOI SUP CONC1/2,,48,PZ,135.72742,PTP
2155032533,2155032533-CIMSA,533 ANILI BASICA RHOD EXTRA,,49,KG,53.95184,PTP
2155032533C,2155032533C-CIMSA,533 ANIL BAS RHOD EXT 1/4,,50,PZ,15.1676,PTP
2155032533G10,2155032533G10-CIMSA,533 ANIL BAS RHOD EXT 10 G,,0,PZ,0,PTP
2155032533G100,2155032533G100-CIMSA,533 ANIL BAS RHOD EXT 100 G,,0,PZ,52.2125,PTP
2155032533G20,2155032533G20-CIMSA,533 ANIL BAS RHOD EXT 20 G,,0,PZ,72.185,PTP
2155032533G3,2155032533G3-CIMSA,533 ANIL BAS RHOD EXT 3 G,,0,PZ,0,PTP
2155032533G5,2155032533G5-CIMSA,533 ANIL BAS RHOD EXT 5 G,,0,PZ,0,PTP
2155032533TC,2155032533TC-CIMSA,533 ANIL BAS RHOD EXT 1/4 T,,18,PZ,18.51719,PTP
2155032533TM,2155032533TM-CIMSA,533 ANIL BAS RHOD EXT 1/2,,299,PZ,28.70367,PTP
2155043533,2155043533-CIMSA,533 ANIL BAS RHOD SUPRA CONC.,,3,KG,701.26143,PTP
2155043533C,2155043533C-CIMSA,533 ANIL BS RHODAM SUP C 1/4 K,,7,PZ,197.32714,PTP
2155043533G10,2155043533G10-CIMSA,533 ANIL BAS RHOD SUP CONC 10G,,0,PZ,0,PTP
2155043533G100,2155043533G100-CIMSA,533 ANIL BS RHOD SUP CONC 100G,,0,PZ,0,PTP
2155043533G20,2155043533G20-CIMSA,533 ANIL BAS RHOD SUPR CON 20G,,1,KG,360.71,PTP
2155043533HC,2155043533HC-CIMSA,533 ANIL BS RHODAM SUP C1/4HYA,,36,PZ,165.67056,PTP
2155043533T,2155043533T-CIMSA,533 ANIL BAS RHOD SUPRA CONC T,,1,KG,30.1125,PTP
2155043533TC,2155043533TC-CIMSA,533 ANIL BAS RHOD SUP CONC 1/4,,85,PZ,379.82135,PTP
2155043533TM,2155043533TM-CIMSA,533 ANIL BAS RHOD SUP CONC 1/2,,31,PZ,393.84122,PTP
2155052534,2155052534-CIMSA,534 ANILI BASICA ROJ CRIST EXT,,74,KG,67.59047,PTP
2155052534C,2155052534C-CIMSA,534 ANIL BAS ROJ CRIST EXT 1/4,,92,PZ,19.38798,PTP
2155052534G10,2155052534G10-CIMSA,534 ANIL BAS ROJ CRIS EXT 10 G,,0,PZ,0,PTP
2155052534G100,2155052534G100-CIMSA,534 ANIL BS ROJ CRIS EXT 100 G,,0,PZ,69.9,PTP
2155052534G20,2155052534G20-CIMSA,534 ANIL BAS ROJ CRIS EXT 20 G,,0,PZ,71.73,PTP
2155052534G3,2155052534G3-CIMSA,534 ANIL BAS ROJ CRIST EXT 3 G,,0,PZ,0,PTP
2155052534G5,2155052534G5-CIMSA,534 ANIL BAS ROJ CRIST EXT 5 G,,0,PZ,0,PTP
2155052534T,2155052534T-CIMSA,534 ANILI BASI ROJ CRIST EXT T,,8,KG,43.85,PTP
2155052534TC,2155052534TC-CIMSA,534 ANIL BAS ROJ CRIS EXT 1/4T,,1,PZ,19.03643,PTP
2155052534TM,2155052534TM-CIMSA,534 ANIL BAS ROJ CRIST EXT 1/2,,177,PZ,37.69452,PTP
2155063534,2155063534-CIMSA,534 ANILI BASICA ROJ CRIST SUP,,17,KG,340.27556,PTP
2155063534C,2155063534C-CIMSA,534 ANIL BAS ROJ CRIST SUP 1/4,,31,PZ,212.72323,PTP
2155063534G100,2155063534G100-CIMSA,534 ANILINA BAS ROJO CRI 100 G,,0,KG,0,PTP
2155063534HC,2155063534HC-CIMSA,534 ANIL BS ROJ CRIS SUP1/4HYA,,72,PZ,88.98069,PTP
2155063534TC,2155063534TC-CIMSA,534 ANIL BAS ROJ CRIS SUP 1/4T,,64,PZ,214.23013,PTP
2155063534TM,2155063534TM-CIMSA,534 ANIL BAS ROJ CRIST SUP 1/2,,48,PZ,175.53552,PTP
2155072536,2155072536-CIMSA,536 ANIL BAS SOLF CRIST EX,,80,KG,78.45188,PTP
2155072536C,2155072536C-CIMSA,536 ANIL BS SOLF CRIS EX 1/4 K,,12,PZ,13.15917,PTP
2155072536G10,2155072536G10-CIMSA,536 ANIL BAS SOLF CRIS EX 10 G,,0,PZ,0,PTP
2155072536G100,2155072536G100-CIMSA,536 ANIL BS SOLF CRIS EX 100 G,,0,PZ,0,PTP
2155072536G20,2155072536G20-CIMSA,536 ANIL BAS SOLF CRIS EX 20 G,,0,PZ,0,PTP
2155072536G3,2155072536G3-CIMSA,536 ANIL BAS SOLF CRIST EX 3 G,,0,PZ,0,PTP
