SKU1,DESCRIPCION2,MARCA3,AROMA4,COD. COLOR5,DESCRIP. DE COLOR6,DESCRIPCION IMPRESA7,CONTADOR8,COLECTIVA9,CORRUGADO10,UNITARIO11,COLECTIVA12,CORRUGADO13,14,DESCRIPCION_LARGA_CORRUGADO15,DESCRIPCION_LARGA_COLECTIVA16,DESCRIPCION_LARGA_SKU17,AVAILABLE18,UM19,AVERAGE_COST20
2150860037,VELA ESPIRAL 2.2 X 23 CM C/19,,SIN AROMA,,CREMA,VELA ESPIRAL HAGEBA C/19 2.2X23CM,33,19,10,7501130582013,7501130572359,17501130572356,,CORRUGADO 10 VELA ESPIRAL 2.2 X 23 CM C/19 SIN AROMA  CREMA,COLECTIVA 19 VELA ESPIRAL 2.2 X 23 CM C/19 SIN AROMA  CREMA,19 VELA ESPIRAL 2.2 X 23 CM C/19 SIN AROMA  CREMA,1131,PZ,28.85634
7501130525607,VELA ESPIRAL 2.2 X 23 CM C/19,,SIN AROMA,,ROSA,VELA ESPIRAL HAGEBA C/19 2.2X23CM,33,19,10,7501130582044,7501130572380,17501130572387,,CORRUGADO 10 VELA ESPIRAL 2.2 X 23 CM C/19 SIN AROMA  ROSA,COLECTIVA 19 VELA ESPIRAL 2.2 X 23 CM C/19 SIN AROMA  ROSA,19 VELA ESPIRAL 2.2 X 23 CM C/19 SIN AROMA  ROSA,#N/D,#N/D,#N/D
2150860060,VELA ESPIRAL 2.2 X 23 CM C/19,,SIN AROMA,,ROJO,VELA ESPIRAL HAGEBA C/19 2.2X23CM,33,19,10,7501130582020,7501130572397,17501130572394,,CORRUGADO 10 VELA ESPIRAL 2.2 X 23 CM C/19 SIN AROMA  ROJO,COLECTIVA 19 VELA ESPIRAL 2.2 X 23 CM C/19 SIN AROMA  ROJO,19 VELA ESPIRAL 2.2 X 23 CM C/19 SIN AROMA  ROJO,1475,PZ,37.52167
2150860040,VELA ESPIRAL 2.2 X 23 CM C/19,,SIN AROMA,,NARANJA,VELA ESPIRAL HAGEBA C/19 2.2X23CM,33,19,10,7501130583942,7501130572373,17501130572370,,CORRUGADO 10 VELA ESPIRAL 2.2 X 23 CM C/19 SIN AROMA  NARANJA,COLECTIVA 19 VELA ESPIRAL 2.2 X 23 CM C/19 SIN AROMA  NARANJA,19 VELA ESPIRAL 2.2 X 23 CM C/19 SIN AROMA  NARANJA,338,PZ,27.46638
2150860038,VELA ESPIRAL 2.2 X 23 CM C/19,,SIN AROMA,,AMARILLO,VELA ESPIRAL HAGEBA C/19 2.2X23CM,33,19,10,7501130582068,7501130572366,17501130572363,,CORRUGADO 10 VELA ESPIRAL 2.2 X 23 CM C/19 SIN AROMA  AMARILLO,COLECTIVA 19 VELA ESPIRAL 2.2 X 23 CM C/19 SIN AROMA  AMARILLO,19 VELA ESPIRAL 2.2 X 23 CM C/19 SIN AROMA  AMARILLO,714,PZ,31.80648
2150860085,VELA ESPIRAL 2.2 X 23 CM C/19,,SIN AROMA,,VERDE OSCURO,VELA ESPIRAL HAGEBA C/19 2.2X23CM,33,19,10,7501130582051,7501130572410,17501130572417,,CORRUGADO 10 VELA ESPIRAL 2.2 X 23 CM C/19 SIN AROMA  VERDE OSCURO,COLECTIVA 19 VELA ESPIRAL 2.2 X 23 CM C/19 SIN AROMA  VERDE OSCURO,19 VELA ESPIRAL 2.2 X 23 CM C/19 SIN AROMA  VERDE OSCURO,951,PZ,30.61907
2150860115,VELA ESPIRAL 2.2 X 23 CM C/19,,SIN AROMA,,AZUL OSCURO,VELA ESPIRAL HAGEBA C/19 2.2X23CM,33,19,10,N/A,7501130573325,17501130573322,,CORRUGADO 10 VELA ESPIRAL 2.2 X 23 CM C/19 SIN AROMA  AZUL OSCURO,COLECTIVA 19 VELA ESPIRAL 2.2 X 23 CM C/19 SIN AROMA  AZUL OSCURO,19 VELA ESPIRAL 2.2 X 23 CM C/19 SIN AROMA  AZUL OSCURO,219,PZ,25.20651
2150860071,VELA ESPIRAL 2.2 X 23 CM C/19,,SIN AROMA,,AZUL CLARO,VELA ESPIRAL HAGEBA C/19 2.2X23CM,33,19,10,7501130582099,7501130572403,17501130572400,,CORRUGADO 10 VELA ESPIRAL 2.2 X 23 CM C/19 SIN AROMA  AZUL CLARO,COLECTIVA 19 VELA ESPIRAL 2.2 X 23 CM C/19 SIN AROMA  AZUL CLARO,19 VELA ESPIRAL 2.2 X 23 CM C/19 SIN AROMA  AZUL CLARO,1009,PZ,30.04688
2150860165,VELA ESPIRAL 2.2 X 23 CM C/19,,SIN AROMA,,LILA,VELA ESPIRAL HAGEBA C/19 2.2X23CM,33,19,10,7501130582075,7501130572441,17501130572448,,CORRUGADO 10 VELA ESPIRAL 2.2 X 23 CM C/19 SIN AROMA  LILA,COLECTIVA 19 VELA ESPIRAL 2.2 X 23 CM C/19 SIN AROMA  LILA,19 VELA ESPIRAL 2.2 X 23 CM C/19 SIN AROMA  LILA,64,PZ,29.10516
2150860163,VELA ESPIRAL 2.2 X 23 CM C/19,,SIN AROMA,,MORADO,VELA ESPIRAL HAGEBA C/19 2.2X23CM,33,19,10,7501130582037,7501130572434,17501130572431,,CORRUGADO 10 VELA ESPIRAL 2.2 X 23 CM C/19 SIN AROMA  MORADO,COLECTIVA 19 VELA ESPIRAL 2.2 X 23 CM C/19 SIN AROMA  MORADO,19 VELA ESPIRAL 2.2 X 23 CM C/19 SIN AROMA  MORADO,1583,PZ,7.74428
2150860166,VELA ESPIRAL 2.2 X 23 CM C/19,,SIN AROMA,,TINTO,VELA ESPIRAL HAGEBA C/19 2.2X23CM,33,19,10,7501130583959,7501130572458,17501130572455,,CORRUGADO 10 VELA ESPIRAL 2.2 X 23 CM C/19 SIN AROMA  TINTO,COLECTIVA 19 VELA ESPIRAL 2.2 X 23 CM C/19 SIN AROMA  TINTO,19 VELA ESPIRAL 2.2 X 23 CM C/19 SIN AROMA  TINTO,240,PZ,32.72297
2150860232,VELA ESPIRAL 2.2 X 23 CM C/19,,SIN AROMA,,FIUCSIA,VELA ESPIRAL HAGEBA C/19 2.2X23CM,33,19,10,7501130579440,7501130579488,17501130579485,,CORRUGADO 10 VELA ESPIRAL 2.2 X 23 CM C/19 SIN AROMA  FIUCSIA,COLECTIVA 19 VELA ESPIRAL 2.2 X 23 CM C/19 SIN AROMA  FIUCSIA,19 VELA ESPIRAL 2.2 X 23 CM C/19 SIN AROMA  FIUCSIA,939,PZ,29.58918
2150870087,VELA ESPIRAL 2.2 X 23 CM C/19,,SIN AROMA,,VERDE LIMÓN,VELA ESPIRAL HAGEBA C/19 2.2X23CM,33,19,10,7501130579433,7501130579471,17501130579478,,CORRUGADO 10 VELA ESPIRAL 2.2 X 23 CM C/19 SIN AROMA  VERDE LIMÓN,COLECTIVA 19 VELA ESPIRAL 2.2 X 23 CM C/19 SIN AROMA  VERDE LIMÓN,19 VELA ESPIRAL 2.2 X 23 CM C/19 SIN AROMA  VERDE LIMÓN,330,PZ,32.14569
2150860234,VELA ESPIRAL 2.2 X 23 CM C/19,,SIN AROMA,,AZUL TURQUESA,VELA ESPIRAL HAGEBA C/19 2.2X23CM,33,19,10,7501130583966,7501130579495,17501130579492,,CORRUGADO 10 VELA ESPIRAL 2.2 X 23 CM C/19 SIN AROMA  AZUL TURQUESA,COLECTIVA 19 VELA ESPIRAL 2.2 X 23 CM C/19 SIN AROMA  AZUL TURQUESA,19 VELA ESPIRAL 2.2 X 23 CM C/19 SIN AROMA  AZUL TURQUESA,264,PZ,28.04802
2150860233,VELA ESPIRAL 2.2 X 23 CM C/19,,SIN AROMA,,VERDE MANZANA,VELA ESPIRAL HAGEBA C/19 2.2X23CM,33,19,10,N/A,7501130589081,27501130589085,,CORRUGADO 10 VELA ESPIRAL 2.2 X 23 CM C/19 SIN AROMA  VERDE MANZANA,COLECTIVA 19 VELA ESPIRAL 2.2 X 23 CM C/19 SIN AROMA  VERDE MANZANA,19 VELA ESPIRAL 2.2 X 23 CM C/19 SIN AROMA  VERDE MANZANA,672,PZ,29.98528
1320891130,VELA ESPIRAL 2.2 X 23 CM METÁLICA,,,,ORO,VELA ESPIRAL COLORIM 2.2X23CM,29,12,16,7501130583973,7501130571192,17501130571199,,CORRUGADO 16 VELA ESPIRAL 2.2 X 23 CM METÁLICA   ORO,COLECTIVA 12 VELA ESPIRAL 2.2 X 23 CM METÁLICA   ORO,12 VELA ESPIRAL 2.2 X 23 CM METÁLICA   ORO,88,PZ,46.7942
1320891138,VELA ESPIRAL 2.2 X 23 CM METÁLICA,,,,PLATA,VELA ESPIRAL COLORIM 2.2X23CM,29,12,16,7501130583980,7501130571208,17501130571205,,CORRUGADO 16 VELA ESPIRAL 2.2 X 23 CM METÁLICA   PLATA,COLECTIVA 12 VELA ESPIRAL 2.2 X 23 CM METÁLICA   PLATA,12 VELA ESPIRAL 2.2 X 23 CM METÁLICA   PLATA,144,PZ,44.28375
1320891140,VELA ESPIRAL 2.2 X 23 CM METÁLICA,,,,ROJO METÁLICO,VELA ESPIRAL COLORIM 2.2X23CM,29,12,16,7501130583997,7501130581931,17501130581938,,CORRUGADO 16 VELA ESPIRAL 2.2 X 23 CM METÁLICA   ROJO METÁLICO,COLECTIVA 12 VELA ESPIRAL 2.2 X 23 CM METÁLICA   ROJO METÁLICO,12 VELA ESPIRAL 2.2 X 23 CM METÁLICA   ROJO METÁLICO,52,PZ,39.39748
1320891143,VELA ESPIRAL 2.2 X 23 CM METÁLICA,,,,VERDE METÁLICO,VELA ESPIRAL COLORIM 2.2X23CM,29,12,16,N/A,7501130581962,17501130581969,,CORRUGADO 16 VELA ESPIRAL 2.2 X 23 CM METÁLICA   VERDE METÁLICO,COLECTIVA 12 VELA ESPIRAL 2.2 X 23 CM METÁLICA   VERDE METÁLICO,12 VELA ESPIRAL 2.2 X 23 CM METÁLICA   VERDE METÁLICO,52,PZ,124.36333
1320891142,VELA ESPIRAL 2.2 X 23 CM METÁLICA,,,,AZUL METÁLICO,VELA ESPIRAL COLORIM 2.2X23CM,29,12,16,7501130584024,7501130581955,17501130581952,,CORRUGADO 16 VELA ESPIRAL 2.2 X 23 CM METÁLICA   AZUL METÁLICO,COLECTIVA 12 VELA ESPIRAL 2.2 X 23 CM METÁLICA   AZUL METÁLICO,12 VELA ESPIRAL 2.2 X 23 CM METÁLICA   AZUL METÁLICO,112,PZ,38.55804
1320891141,VELA ESPIRAL 2.2 X 23 CM METÁLICA,,,,MORADO METÁLICO,VELA ESPIRAL COLORIM 2.2X23CM,29,12,16,7501130584031,7501130581948,17501130581945,,CORRUGADO 16 VELA ESPIRAL 2.2 X 23 CM METÁLICA   MORADO METÁLICO,COLECTIVA 12 VELA ESPIRAL 2.2 X 23 CM METÁLICA   MORADO METÁLICO,12 VELA ESPIRAL 2.2 X 23 CM METÁLICA   MORADO METÁLICO,118,PZ,46.05944
2150861010,VELA ESPIRAL CORTA C/19 2.2X20CM,,SIN AROMA,,BLANCO,VELA ESPIRAL HAGEBA ECO C/19 2.2X20CM,37,19,10,N/A,7501130588305,27501130588309,,CORRUGADO 10 VELA ESPIRAL CORTA C/19 2.2X20CM SIN AROMA  BLANCO,COLECTIVA 19 VELA ESPIRAL CORTA C/19 2.2X20CM SIN AROMA  BLANCO,19 VELA ESPIRAL CORTA C/19 2.2X20CM SIN AROMA  BLANCO,1569,PZ,24.6483
2150861060,VELA ESPIRAL CORTA C/19 2.2X20CM,,SIN AROMA,,ROJO ,VELA ESPIRAL HAGEBA ECO C/19 2.2X20CM,37,19,10,N/A,7501130588336,27501130588330,,CORRUGADO 10 VELA ESPIRAL CORTA C/19 2.2X20CM SIN AROMA  ROJO ,COLECTIVA 19 VELA ESPIRAL CORTA C/19 2.2X20CM SIN AROMA  ROJO ,19 VELA ESPIRAL CORTA C/19 2.2X20CM SIN AROMA  ROJO ,1521,PZ,19.77995
2150861050,VELA ESPIRAL CORTA C/19 2.2X20CM,,SIN AROMA,,ROSA,VELA ESPIRAL HAGEBA ECO C/19 2.2X20CM,37,19,10,N/A,7501130588343,27501130588347,,CORRUGADO 10 VELA ESPIRAL CORTA C/19 2.2X20CM SIN AROMA  ROSA,COLECTIVA 19 VELA ESPIRAL CORTA C/19 2.2X20CM SIN AROMA  ROSA,19 VELA ESPIRAL CORTA C/19 2.2X20CM SIN AROMA  ROSA,562,PZ,21.82293
2150861163,VELA ESPIRAL CORTA C/19 2.2X20CM,,SIN AROMA,,MORADO,VELA ESPIRAL HAGEBA ECO C/19 2.2X20CM,37,19,10,N/A,7501130588329,27501130588323,,CORRUGADO 10 VELA ESPIRAL CORTA C/19 2.2X20CM SIN AROMA  MORADO,COLECTIVA 19 VELA ESPIRAL CORTA C/19 2.2X20CM SIN AROMA  MORADO,19 VELA ESPIRAL CORTA C/19 2.2X20CM SIN AROMA  MORADO,597,PZ,24.08922
2150861037,VELA ESPIRAL CORTA C/19 2.2X20CM,,SIN AROMA,,CREMA,VELA ESPIRAL HAGEBA ECO C/19 2.2X20CM,37,19,10,N/A,7501130588312,27501130588316,,CORRUGADO 10 VELA ESPIRAL CORTA C/19 2.2X20CM SIN AROMA  CREMA,COLECTIVA 19 VELA ESPIRAL CORTA C/19 2.2X20CM SIN AROMA  CREMA,19 VELA ESPIRAL CORTA C/19 2.2X20CM SIN AROMA  CREMA,359,PZ,28.86334
2150861071,VELA ESPIRAL CORTA C/19 2.2X20CM,,SIN AROMA,,AZUL CLARO,VELA ESPIRAL HAGEBA ECO C/19 2.2X20CM,37,19,10,N/A,7501130588299,27501130588293,,CORRUGADO 10 VELA ESPIRAL CORTA C/19 2.2X20CM SIN AROMA  AZUL CLARO,COLECTIVA 19 VELA ESPIRAL CORTA C/19 2.2X20CM SIN AROMA  AZUL CLARO,19 VELA ESPIRAL CORTA C/19 2.2X20CM SIN AROMA  AZUL CLARO,756,PZ,29.17447
2150861085,VELA ESPIRAL CORTA C/19 2.2X20CM,,SIN AROMA,,VERDE OSCURO,VELA ESPIRAL HAGEBA ECO C/19 2.2X20CM,37,19,10,N/A,7501130589357,27501130589351,,CORRUGADO 10 VELA ESPIRAL CORTA C/19 2.2X20CM SIN AROMA  VERDE OSCURO,COLECTIVA 19 VELA ESPIRAL CORTA C/19 2.2X20CM SIN AROMA  VERDE OSCURO,19 VELA ESPIRAL CORTA C/19 2.2X20CM SIN AROMA  VERDE OSCURO,446,PZ,32.7748
,VELA ESPIRAL CORTA C/19 2.2X20CM,,SIN AROMA,,AMARILLO,VELA ESPIRAL HAGEBA ECO C/19 2.2X20CM,37,19,10,N/A,7501130589647,27501130589641,,CORRUGADO 10 VELA ESPIRAL CORTA C/19 2.2X20CM SIN AROMA  AMARILLO,COLECTIVA 19 VELA ESPIRAL CORTA C/19 2.2X20CM SIN AROMA  AMARILLO,19 VELA ESPIRAL CORTA C/19 2.2X20CM SIN AROMA  AMARILLO,#N/D,#N/D,#N/D
1320890010,VELA ESPIRAL 2.2 X 23 CM C/12,,SIN AROMA,,BLANCO,VELA ESPIRAL COLORIM 2.2X23CM C/12,34,12,16,N/A,7501130570591,17501130570598,,CORRUGADO 16 VELA ESPIRAL 2.2 X 23 CM C/12 SIN AROMA  BLANCO,COLECTIVA 12 VELA ESPIRAL 2.2 X 23 CM C/12 SIN AROMA  BLANCO,12 VELA ESPIRAL 2.2 X 23 CM C/12 SIN AROMA  BLANCO,-4,PZ,28.03085
1320890037,VELA ESPIRAL 2.2 X 23 CM C/12,,SIN AROMA,,CREMA,VELA ESPIRAL COLORIM 2.2X23CM C/12,34,12,16,N/A,7501130570607,17501130570604,,CORRUGADO 16 VELA ESPIRAL 2.2 X 23 CM C/12 SIN AROMA  CREMA,COLECTIVA 12 VELA ESPIRAL 2.2 X 23 CM C/12 SIN AROMA  CREMA,12 VELA ESPIRAL 2.2 X 23 CM C/12 SIN AROMA  CREMA,206,PZ,18.96033
1320890050,VELA ESPIRAL 2.2 X 23 CM C/12,,SIN AROMA,,ROSA,VELA ESPIRAL COLORIM 2.2X23CM C/12,34,12,16,N/A,7501130573301,17501130573308,,CORRUGADO 16 VELA ESPIRAL 2.2 X 23 CM C/12 SIN AROMA  ROSA,COLECTIVA 12 VELA ESPIRAL 2.2 X 23 CM C/12 SIN AROMA  ROSA,12 VELA ESPIRAL 2.2 X 23 CM C/12 SIN AROMA  ROSA,620,PZ,20.44662
1320890060,VELA ESPIRAL 2.2 X 23 CM C/12,,SIN AROMA,,ROJO,VELA ESPIRAL COLORIM 2.2X23CM C/12,34,12,16,N/A,7501130570577,17501130570574,,CORRUGADO 16 VELA ESPIRAL 2.2 X 23 CM C/12 SIN AROMA  ROJO,COLECTIVA 12 VELA ESPIRAL 2.2 X 23 CM C/12 SIN AROMA  ROJO,12 VELA ESPIRAL 2.2 X 23 CM C/12 SIN AROMA  ROJO,159,PZ,3.41906
1320890040,VELA ESPIRAL 2.2 X 23 CM C/12,,SIN AROMA,,NARANJA,VELA ESPIRAL COLORIM 2.2X23CM C/12,34,12,16,N/A,7501130573363,17501130573360,,CORRUGADO 16 VELA ESPIRAL 2.2 X 23 CM C/12 SIN AROMA  NARANJA,COLECTIVA 12 VELA ESPIRAL 2.2 X 23 CM C/12 SIN AROMA  NARANJA,12 VELA ESPIRAL 2.2 X 23 CM C/12 SIN AROMA  NARANJA,654,PZ,21.65877
1320890038,VELA ESPIRAL 2.2 X 23 CM C/12,,SIN AROMA,,AMARILLO,VELA ESPIRAL COLORIM 2.2X23CM C/12,34,12,16,N/A,7501130573332,17501130573339,,CORRUGADO 16 VELA ESPIRAL 2.2 X 23 CM C/12 SIN AROMA  AMARILLO,COLECTIVA 12 VELA ESPIRAL 2.2 X 23 CM C/12 SIN AROMA  AMARILLO,12 VELA ESPIRAL 2.2 X 23 CM C/12 SIN AROMA  AMARILLO,44,PZ,18.30152
2150860085,VELA ESPIRAL 2.2 X 23 CM C/12,,SIN AROMA,,VERDE OSCURO,VELA ESPIRAL COLORIM 2.2X23CM C/12,34,12,16,N/A,7501130570584,17501130570581,,CORRUGADO 16 VELA ESPIRAL 2.2 X 23 CM C/12 SIN AROMA  VERDE OSCURO,COLECTIVA 12 VELA ESPIRAL 2.2 X 23 CM C/12 SIN AROMA  VERDE OSCURO,12 VELA ESPIRAL 2.2 X 23 CM C/12 SIN AROMA  VERDE OSCURO,951,PZ,30.61907
1320890115,VELA ESPIRAL 2.2 X 23 CM C/12,,SIN AROMA,,AZUL OSCURO,VELA ESPIRAL COLORIM 2.2X23CM C/12,34,12,16,7501130582082,7501130572427,17501130572424,,CORRUGADO 16 VELA ESPIRAL 2.2 X 23 CM C/12 SIN AROMA  AZUL OSCURO,COLECTIVA 12 VELA ESPIRAL 2.2 X 23 CM C/12 SIN AROMA  AZUL OSCURO,12 VELA ESPIRAL 2.2 X 23 CM C/12 SIN AROMA  AZUL OSCURO,243,PZ,21.27488
1320890071,VELA ESPIRAL 2.2 X 23 CM C/12,,SIN AROMA,,AZUL CLARO,VELA ESPIRAL COLORIM 2.2X23CM C/12,34,12,16,N/A,7501130573318,17501130573315,,CORRUGADO 16 VELA ESPIRAL 2.2 X 23 CM C/12 SIN AROMA  AZUL CLARO,COLECTIVA 12 VELA ESPIRAL 2.2 X 23 CM C/12 SIN AROMA  AZUL CLARO,12 VELA ESPIRAL 2.2 X 23 CM C/12 SIN AROMA  AZUL CLARO,188,PZ,22.15158
1320890165,VELA ESPIRAL 2.2 X 23 CM C/12,,SIN AROMA,,LILA,VELA ESPIRAL COLORIM 2.2X23CM C/12,34,12,16,N/A,7501130573349,17501130573346,,CORRUGADO 16 VELA ESPIRAL 2.2 X 23 CM C/12 SIN AROMA  LILA,COLECTIVA 12 VELA ESPIRAL 2.2 X 23 CM C/12 SIN AROMA  LILA,12 VELA ESPIRAL 2.2 X 23 CM C/12 SIN AROMA  LILA,80,PZ,20.32317
1320890163,VELA ESPIRAL 2.2 X 23 CM C/12,,SIN AROMA,,MORADO,VELA ESPIRAL COLORIM 2.2X23CM C/12,34,12,16,N/A,7501130573356,17501130573353,,CORRUGADO 16 VELA ESPIRAL 2.2 X 23 CM C/12 SIN AROMA  MORADO,COLECTIVA 12 VELA ESPIRAL 2.2 X 23 CM C/12 SIN AROMA  MORADO,12 VELA ESPIRAL 2.2 X 23 CM C/12 SIN AROMA  MORADO,181,PZ,21.7759
1320890166,VELA ESPIRAL 2.2 X 23 CM C/12,,SIN AROMA,,TINTO,VELA ESPIRAL COLORIM 2.2X23CM C/12,34,12,16,N/A,7501130573387,17501130573384,,CORRUGADO 16 VELA ESPIRAL 2.2 X 23 CM C/12 SIN AROMA  TINTO,COLECTIVA 12 VELA ESPIRAL 2.2 X 23 CM C/12 SIN AROMA  TINTO,12 VELA ESPIRAL 2.2 X 23 CM C/12 SIN AROMA  TINTO,116,PZ,21.5339
 ,VELA ESPIRAL 2.2 X 23 CM C/12,,SIN AROMA,,FIUCSIA,VELA ESPIRAL COLORIM 2.2X23CM C/12,34,12,16,N/A,7501130583195,17501130583192,,CORRUGADO 16 VELA ESPIRAL 2.2 X 23 CM C/12 SIN AROMA  FIUCSIA,COLECTIVA 12 VELA ESPIRAL 2.2 X 23 CM C/12 SIN AROMA  FIUCSIA,12 VELA ESPIRAL 2.2 X 23 CM C/12 SIN AROMA  FIUCSIA,#N/D,#N/D,#N/D
,VELA ESPIRAL 2.2 X 23 CM C/12,,SIN AROMA,,VERDE LIMÓN,VELA ESPIRAL COLORIM 2.2X23CM C/12,34,12,16,N/A,7501130583201,17501130583208,,CORRUGADO 16 VELA ESPIRAL 2.2 X 23 CM C/12 SIN AROMA  VERDE LIMÓN,COLECTIVA 12 VELA ESPIRAL 2.2 X 23 CM C/12 SIN AROMA  VERDE LIMÓN,12 VELA ESPIRAL 2.2 X 23 CM C/12 SIN AROMA  VERDE LIMÓN,#N/D,#N/D,#N/D
1320891136,VELA ESPIRAL 2.2 X 23 CM C/12,,SIN AROMA,,COBRE,VELA ESPIRAL COLORIM 2.2X23CM C/12,34,12,16,N/A,7501130589111,27501130589115,,CORRUGADO 16 VELA ESPIRAL 2.2 X 23 CM C/12 SIN AROMA  COBRE,COLECTIVA 12 VELA ESPIRAL 2.2 X 23 CM C/12 SIN AROMA  COBRE,12 VELA ESPIRAL 2.2 X 23 CM C/12 SIN AROMA  COBRE,122,PZ,29.9041
1320890098,VELA ESPIRAL 2.2 X 23 CM C/12,,SIN AROMA,,AZUL TURQUESA,VELA ESPIRAL COLORIM 2.2X23CM C/12,34,12,16,N/A,7501130583218,17501130583215,,CORRUGADO 16 VELA ESPIRAL 2.2 X 23 CM C/12 SIN AROMA  AZUL TURQUESA,COLECTIVA 12 VELA ESPIRAL 2.2 X 23 CM C/12 SIN AROMA  AZUL TURQUESA,12 VELA ESPIRAL 2.2 X 23 CM C/12 SIN AROMA  AZUL TURQUESA,117,PZ,20.38701
1320890104,VELA ESPIRAL 2.2 X 23 CM C/12,,SIN AROMA,,VERDE MANZANA,VELA ESPIRAL COLORIM 2.2X23CM C/12,34,12,16,N/A,7501130584413,27501130584417,,CORRUGADO 16 VELA ESPIRAL 2.2 X 23 CM C/12 SIN AROMA  VERDE MANZANA,COLECTIVA 12 VELA ESPIRAL 2.2 X 23 CM C/12 SIN AROMA  VERDE MANZANA,12 VELA ESPIRAL 2.2 X 23 CM C/12 SIN AROMA  VERDE MANZANA,348,PZ,24.53186
1320960010,VELA LISA S/BAÑO 3 X 23 CM,,SIN AROMA,,BLANCO,VEL LISA S/B 3X23CM C/6,23,6,16,N/A,7501130576876,17501130576873,,CORRUGADO 16 VELA LISA S/BAÑO 3 X 23 CM SIN AROMA  BLANCO,COLECTIVA 6 VELA LISA S/BAÑO 3 X 23 CM SIN AROMA  BLANCO,6 VELA LISA S/BAÑO 3 X 23 CM SIN AROMA  BLANCO,147,PZ,35.2205
1320961010,VELA LISA C/BAÑO 3 X 23 CM,,SIN AROMA,,BLANCO,VELA LISA C/B 3X23CM C/6,24,6,14,N/A,7501130578016,17501130578013,,CORRUGADO 14 VELA LISA C/BAÑO 3 X 23 CM SIN AROMA  BLANCO,COLECTIVA 6 VELA LISA C/BAÑO 3 X 23 CM SIN AROMA  BLANCO,6 VELA LISA C/BAÑO 3 X 23 CM SIN AROMA  BLANCO,341,PZ,29.12805
1320881130,VELA LISA METÁLICA 2 X 19 CM,,SIN AROMA,,ORO,VELA LISA METÁLICA 2X19CM,25,7,12,N/A,7501130571444,17501130571441,,CORRUGADO 12 VELA LISA METÁLICA 2 X 19 CM SIN AROMA  ORO,COLECTIVA 7 VELA LISA METÁLICA 2 X 19 CM SIN AROMA  ORO,7 VELA LISA METÁLICA 2 X 19 CM SIN AROMA  ORO,66,PZ,24.90085
1320881138,VELA LISA METÁLICA 2 X 19 CM,,SIN AROMA,,PLATA,VELA LISA METÁLICA 2X19CM,25,7,12,N/A,7501130572007,17501130572004,,CORRUGADO 12 VELA LISA METÁLICA 2 X 19 CM SIN AROMA  PLATA,COLECTIVA 7 VELA LISA METÁLICA 2 X 19 CM SIN AROMA  PLATA,7 VELA LISA METÁLICA 2 X 19 CM SIN AROMA  PLATA,61,PZ,27.52028
1320882140,VELA LISA METÁLICA 2 X 19 CM,,SIN AROMA,,ROJO METALICO,VELA LISA METÁLICA 2X19CM,25,7,12,N/A,7501130589579,27501130589573,,CORRUGADO 12 VELA LISA METÁLICA 2 X 19 CM SIN AROMA  ROJO METALICO,COLECTIVA 7 VELA LISA METÁLICA 2 X 19 CM SIN AROMA  ROJO METALICO,7 VELA LISA METÁLICA 2 X 19 CM SIN AROMA  ROJO METALICO,18,PZ,24.35514
1320914037,BOLSA VELA SANTÍSIMA TRINIDAD 1.2 X 18 CM,,CON AROMA,,BLANCO,BOLSA VELA SANTÍSIMA TRINIDAD 1.2 X 18 CM,41,12,45,N/A,7501130571826,27501130571820,,CORRUGADO 45 BOLSA VELA SANTÍSIMA TRINIDAD 1.2 X 18 CM CON AROMA  BLANCO,COLECTIVA 12 BOLSA VELA SANTÍSIMA TRINIDAD 1.2 X 18 CM CON AROMA  BLANCO,12 BOLSA VELA SANTÍSIMA TRINIDAD 1.2 X 18 CM CON AROMA  BLANCO,153,PZ,7.3728
1320915037,CAJA VELA SANTÍSIMA TRINIDAD 1.2 X 18 CM,,CON AROMA,,BLANCO,CAJA VELA SANTÍSIMA TRINIDAD 1.2 X 18 CM,40,12,36,N/A,7501130585014,27501130585018,,CORRUGADO 36 CAJA VELA SANTÍSIMA TRINIDAD 1.2 X 18 CM CON AROMA  BLANCO,COLECTIVA 12 CAJA VELA SANTÍSIMA TRINIDAD 1.2 X 18 CM CON AROMA  BLANCO,12 CAJA VELA SANTÍSIMA TRINIDAD 1.2 X 18 CM CON AROMA  BLANCO,785,PZ,12.44709
1320950010,VELA LISA 2 X 25CM,,SIN AROMA,,BLANCO,VELA LISA 2 X 25CM,18,16,16,7501130584147,7501130570706,17501130570703,,CORRUGADO 16 VELA LISA 2 X 25CM SIN AROMA  BLANCO,COLECTIVA 16 VELA LISA 2 X 25CM SIN AROMA  BLANCO,16 VELA LISA 2 X 25CM SIN AROMA  BLANCO,203,PZ,21.28877
,VELA LISA S/ BAÑO 2 X 19 CM,,SIN AROMA,,BLANCO,,0,16,16,7501130584048,7501130574698,17501130574695,,CORRUGADO 16 VELA LISA S/ BAÑO 2 X 19 CM SIN AROMA  BLANCO,COLECTIVA 16 VELA LISA S/ BAÑO 2 X 19 CM SIN AROMA  BLANCO,16 VELA LISA S/ BAÑO 2 X 19 CM SIN AROMA  BLANCO,#N/D,#N/D,#N/D
